Stock Number,Days,Year,Model,VIN,Trim,Model Code,Cylinders,Trans,Color,Color Code,MSRP,Invoice,E-Price,Model Code_Key,SKU,KBB AVAIL,KBB_HIGH,KBB_FAIR,KBB_LOW,Strategy,+/-,Color DS,BASE E-Price,Age Discount,DEMO Discount,Accessories,Accessories Cost,E-Price2,DC_CASH,DC_LEASE,DC_FINANCE,,
HM210330,16,2021,CRV,7FARW2H56ME002168,AWD EX-T,RW2H5MJW,4,AUTO,BK,BK,30480,28650.49,"$28,650",RW2H5MJW,RW2H5MJWBK/BK,NO,30480,29565,28650.0,L,-14,NO SALES,28650.0,0,0,-,0,"$28,650",0.0,500.0,0.0,,
HM210342,16,2021,PILOT,5FNYF6H52MB039927,AWD EXL,YF6H5MJNW,6,AUTO,SX,GR,41480,38007.4,"$36,348",YF6H5MJNW,YF6H5MJNWSX/GR,YES,39717,38032.5,36348.0,L,1,36.00,36348.0,0,0,-,0,"$36,348",1250.0,0.0,0.0,,
HM210350,16,2021,CIVICH,SHHFK7H4XMU205707,SPORT,FK7H4MEW,4,AUTO,BK,BK,24855,23621.38,"$23,621",FK7H4MEW,FK7H4MEWBK/BK,NO,24855,24238,23621.0,L,-6,300.00,23621.0,0,0,-,0,"$23,621",0.0,500.0,0.0,,
HM210352,16,2021,CIVICH,SHHFK7H45MU206246,SPORT,FK7H4MEW,4,AUTO,WX,BK,25250,23995.15,"$23,745",FK7H4MEW+,FK7H4MEW+WX/BK,NO,25250,24622.5,23995.0,L_LESS_250,-2,NO SALES,23745,0,0,-,0,"$23,745",0.0,500.0,0.0,,
HM210353,16,2021,CIVICH,SHHFK7H60MU206415,EX,FK7H6MJW,4,AUTO,GY,BK,25455,24189.13,"$24,189",FK7H6MJW,FK7H6MJWGY/BK,NO,25455,24822,24189.0,L,-4,NO SALES,24189.0,0,0,-,0,"$24,189",0.0,500.0,0.0,,
HM210354,16,2021,CIVIC,19XFC1F35ME003272,4D EX-T,FC1F3MJW,4,AUTO,WX,BK,25550,24279.02,"$24,029",FC1F3MJW+,FC1F3MJW+WX/BK,NO,25550,24914.5,24279.0,L_LESS_250,-5,NO SALES,24029,0,0,-,0,"$24,029",0.0,500.0,0.0,,
HM210381,16,2021,CR-V,7FARW2H82ME002873,AWD EXL-T,RW2H8MJNW,4,AUTO,RN,GR,33465,31444.3,"$31,444",RW2H8MJNW+,RW2H8MJNW+RN/GR,NO,33465,32454.5,31444.0,L,-11,NO SALES,31444.0,0,0,-,0,"$31,444",0.0,500.0,0.0,,
HM210387,16,2021,PASSPORT,5FNYF8H52MB007717,AWD EXL,YF8H5MJNW,6,AUTO,GY,BK,39730,37109.19,"$37,445",YF8H5MJNW,YF8H5MJNWGY/BK,YES,38841,37444.5,36048.0,F,1,120.00,37444.5,0,0,-,0,"$37,445",0.0,500.0,0.0,,
HM210391,16,2021,PILOT,5FNYF6H54MB039878,AWD EXL,YF6H5MJNW,6,AUTO,GX,GR,41480,38007.4,"$36,348",YF6H5MJNW,YF6H5MJNWGX/GR,YES,39717,38032.5,36348.0,L,1,NO SALES,36348.0,0,0,-,0,"$36,348",1250.0,0.0,0.0,,
HM210392,16,2021,CIVIC,2HGFC2F86MH524959,4D SPORT,FC2F8MEW,4,AUTO,BK,BK,23805,22627.81,"$22,628",FC2F8MEW,FC2F8MEWBK/BK,NO,23805,23216.5,22628.0,L,-3,NO SALES,22628.0,0,0,-,0,"$22,628",0.0,500.0,0.0,,
HM210395,16,2021,CRV,2HKRW2H52MH613554,AWD EX,RW2H5MJW,4,AUTO,GX,GR,30480,28650.49,"$28,650",RW2H5MJW,RW2H5MJWGX/GR,NO,30480,29565,28650.0,L,-14,NO SALES,28650.0,0,0,-,0,"$28,650",0.0,500.0,0.0,,
HM210398,16,2021,CRV,2HKRW2H51MH613609,AWD EX-T,RW2H5MJW,4,AUTO,RN,GR,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+RN/GR,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210416,16,2021,CIVICH,SHHFK7H49MU207254,SPORT,FK7H4MEW,4,AUTO,BK,BK,24855,23621.38,"$23,621",FK7H4MEW,FK7H4MEWBK/BK,NO,24855,24238,23621.0,L,-6,300.00,23621.0,0,0,-,0,"$23,621",0.0,500.0,0.0,,
HM210417,16,2021,CIVICH,SHHFK7H47MU207236,SPORT,FK7H4MEW,4,AUTO,BK,BK,24855,23621.38,"$23,621",FK7H4MEW,FK7H4MEWBK/BK,NO,24855,24238,23621.0,L,-6,300.00,23621.0,0,0,-,0,"$23,621",0.0,500.0,0.0,,
HM210418,16,2021,CIVICH,SHHFK7H42MU207516,SPORT,FK7H4MEW,4,AUTO,SI,BK,24855,23621.38,"$23,621",FK7H4MEW,FK7H4MEWSI/BK,NO,24855,24238,23621.0,L,-6,NO SALES,23621.0,0,0,-,0,"$23,621",0.0,500.0,0.0,,
HM210419,16,2021,CIVICH,SHHFK7H47MU208290,SPORT,FK7H4MEW,4,AUTO,WX,BK,25250,23995.15,"$23,745",FK7H4MEW+,FK7H4MEW+WX/BK,NO,25250,24622.5,23995.0,L_LESS_250,-2,NO SALES,23745,0,0,-,0,"$23,745",0.0,500.0,0.0,,
HM210420,16,2021,CIVICH,SHHFK7H60MU208228,EX,FK7H6MJW,4,AUTO,GY,BK,25455,24189.13,"$24,189",FK7H6MJW,FK7H6MJWGY/BK,NO,25455,24822,24189.0,L,-4,NO SALES,24189.0,0,0,-,0,"$24,189",0.0,500.0,0.0,,
HM210421,16,2021,CIVICH,SHHFK7H69MU207787,EX,FK7H6MJW,4,AUTO,GY,BK,25455,24189.13,"$24,189",FK7H6MJW,FK7H6MJWGY/BK,NO,25455,24822,24189.0,L,-4,NO SALES,24189.0,0,0,-,0,"$24,189",0.0,500.0,0.0,,
HM202224S,16,2020,RIDGELINE,5FPYK3F16LB028381,AWD SPORT,YK3F1LEW,6,AUTO,WX,BK,37260,32893.43,"$34,183",YK3F1LEW,YK3F1LEWWX/BK,YES,36324,34896.5,33469.0,FL,0,240.00,34182.75,0,0,-,0,"$34,183",0.0,0.0,0.0,,
HM210433S,16,2021,HRV,3CZRU6H77MM702250,AWD EXL,RU6H7LJNW,4,AUTO,GY,BK,28440,26066.35,"$26,657",RU6H7MJNW,RU6H7MJNWGY/BK,YES,28362,27509.5,26657.0,L,-5,NO SALES,26657.0,0,0,-,0,"$26,657",0.0,750.0,0.0,,
HM210389,15,2021,ODYSSEY,5FNRL6H83MB036591,TOURING,RL6H8MKXW,6,AUTO,BK,BK,43620,40073.38,"$38,422",RL6H8MKXW,RL6H8MKXWBK/BK,YES,41715,40068.5,38422.0,L,1,120.00,38422.0,0,0,-,0,"$38,422",0.0,1000.0,0.0,,
HM210390,15,2021,ODYSSEY,5FNRL6H83MB036476,TOURING,RL6H8MKXW,6,AUTO,GY,BK,43620,40073.38,"$38,422",RL6H8MKXW,RL6H8MKXWGY/BK,YES,41715,40068.5,38422.0,L,1,NO SALES,38422.0,0,0,-,0,"$38,422",0.0,1000.0,0.0,,
HM210396,15,2021,CRV,2HKRW2H58MH613543,AWD EX,RW2H5MJW,4,AUTO,GX,GR,30480,28650.49,"$28,650",RW2H5MJW,RW2H5MJWGX/GR,NO,30480,29565,28650.0,L,-14,NO SALES,28650.0,0,0,-,0,"$28,650",0.0,500.0,0.0,,
HM210397,15,2021,CRV,2HKRW2H58MH613588,AWD EX,RW2H5MJW,4,AUTO,RN,GR,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+RN/GR,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210399,15,2021,CRVHYB,7FART6H98ME004233,HYBRID TRG,RT6H9MKNW,4,AUTO,WX,BK,37865,35000.88,"$35,717",RT6H9MKNW+,RT6H9MKNW+WX/BK,NO,37865,36433,35001.0,FL,-1,NO SALES,35717,0,0,-,0,"$35,717",0.0,500.0,0.0,,
HM210403,15,2021,ACCORD,1HGCV1F16MA025362,4D LX-T,CV1F1MEW,4,AUTO,SI,BK,25725,24572.18,"$24,572",CV1F1MEW,CV1F1MEWSI/BK,NO,25725,25148.5,24572.0,L,-2,NO SALES,24572.0,0,0,-,0,"$24,572",0.0,500.0,0.0,,
HM210405,15,2021,CRV,2HKRW2H55MH614214,AWD EX-T,RW2H5MJW,4,AUTO,GA,BK,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+GA/BK,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210406,15,2021,CRV,2HKRW2H88MH613990,AWD EXL-T,RW2H8MJNW,4,AUTO,GX,GR,33070,31074.6,"$31,075",RW2H8MJNW,RW2H8MJNWGX/GR,NO,33070,32072.5,31075.0,L,-11,NO SALES,31075.0,0,0,-,0,"$31,075",0.0,500.0,0.0,,
HM210407,15,2021,CRV,2HKRW2H86MH613938,AWD EXL-T,RW2H8MJNW,4,AUTO,RN,GR,33465,31444.3,"$31,444",RW2H8MJNW+,RW2H8MJNW+RN/GR,NO,33465,32454.5,31444.0,L,-11,NO SALES,31444.0,0,0,-,0,"$31,444",0.0,500.0,0.0,,
HM210408,15,2021,CRV,2HKRW2H89MH613898,AWD EXL-T,RW2H8MJNW,4,AUTO,RN,GR,33465,31444.3,"$31,444",RW2H8MJNW+,RW2H8MJNW+RN/GR,NO,33465,32454.5,31444.0,L,-11,NO SALES,31444.0,0,0,-,0,"$31,444",0.0,500.0,0.0,,
HM210412,15,2021,CRV,2HKRW2H56MH613640,AWD EX-T,RW2H5MJW,4,AUTO,RN,GR,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+RN/GR,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210413,15,2021,CRV,2HKRW2H98MH614324,AWD TRG-T,RW2H9MKNW,4,AUTO,BK,BK,36270,33526.58,"$33,527",RW2H9MKNW,RW2H9MKNWBK/BK,NO,36270,34898.5,33527.0,L,-8,NO SALES,33527.0,0,0,-,0,"$33,527",0.0,500.0,0.0,,
HM210422,15,2021,ACCORD,1HGCV1F15MA027197,4D LX-T,CV1F1MEW,4,AUTO,BK,BK,25725,24572.18,"$24,572",CV1F1MEW,CV1F1MEWBK/BK,NO,25725,25148.5,24572.0,L,-2,NO SALES,24572.0,0,0,-,0,"$24,572",0.0,500.0,0.0,,
HM210423,15,2021,ACCORD,1HGCV1F34MA027015,4D SPORT-T,CV1F3MEW,4,AUTO,BM,BK,28580,26861.62,"$26,112",CV1F3MEW+,CV1F3MEW+BM/BK,NO,28580,27721,26862.0,l_Less_750,-8,NO SALES,26112,0,0,-,0,"$26,112",0.0,500.0,0.0,,
HM210424,15,2021,ACCORD HYBRID,1HGCV3F45MA004377,HYBRID EX,CV3F4MJW,4,AUTO,SI,BK,31275,29384,"$29,857",CV3F4MJW,CV3F4MJWSI/BK,NO,31275,30329.5,29384.0,FL,-2,NO SALES,29856.75,0,0,-,0,"$29,857",0.0,500.0,500.0,,
HM210434S,15,2021,PILOT,5FNYF6H08MB036700,AWD ELITE,YF6H0MKNW,6,AUTO,BK,BK,49540,43664.23,"$43,476",YF6H0MKNW,YF6H0MKNWBK/BK,YES,47497,45486.5,43476.0,L,-2,NO SALES,43476.0,0,0,-,0,"$43,476",1250.0,0.0,0.0,,
HM210164,14,2021,HRV,3CZRU6H57MM706314,AWD EX,RU6H5MJW,4,AUTO,SX,GR,26840,25508.55,"$24,700",RU6H5MJW,RU6H5MJWSX/GR,YES,26311,25505.5,24700.0,L,-4,60.00,24700.0,0,0,-,0,"$24,700",0.0,750.0,0.0,,
HM210205,14,2021,HR-V,3CZRU6H39MM707558,AWD LX,RU6H3MEW,4,AUTO,GY,BK,23640,22596.53,"$22,109",RU6H3MEW,RU6H3MEWGY/BK,YES,23528,22818.5,22109.0,L,-12,NO SALES,22109.0,0,0,-,0,"$22,109",0.0,750.0,0.0,,
HM210226,14,2021,HR-V,3CZRU6H30MM708825,AWD LX,RU6H3MEW,4,AUTO,GY,BK,23640,22596.53,"$22,109",RU6H3MEW,RU6H3MEWGY/BK,YES,23528,22818.5,22109.0,L,-12,NO SALES,22109.0,0,0,-,0,"$22,109",0.0,750.0,0.0,,
HM210233,14,2021,HR-V,3CZRU6H35MM708853,AWD LX,RU6H3MEW,4,AUTO,SX,GR,23640,22596.53,"$22,109",RU6H3MEW,RU6H3MEWSX/GR,YES,23528,22818.5,22109.0,L,-12,NO SALES,22109.0,0,0,-,0,"$22,109",0.0,750.0,0.0,,
HM210234,14,2021,HR-V,3CZRU6H31MM708851,AWD LX,RU6H3MEW,4,AUTO,SX,GR,23640,22596.53,"$22,109",RU6H3MEW,RU6H3MEWSX/GR,YES,23528,22818.5,22109.0,L,-12,NO SALES,22109.0,0,0,-,0,"$22,109",0.0,750.0,0.0,,
HM210235,14,2021,HR-V,3CZRU6H32MM708874,AWD LX,RU6H3MEW,4,AUTO,SX,GR,23640,22596.53,"$22,109",RU6H3MEW,RU6H3MEWSX/GR,YES,23528,22818.5,22109.0,L,-12,NO SALES,22109.0,0,0,-,0,"$22,109",0.0,750.0,0.0,,
HM210480,14,2021,CRV,2HKRW2H84MH615168,AWD EXL-T,RW2H8MJNW,4,AUTO,WX,BK,33465,31444.3,"$31,444",RW2H8MJNW+,RW2H8MJNW+WX/BK,NO,33465,32454.5,31444.0,L,-11,NO SALES,31444.0,0,0,-,0,"$31,444",0.0,500.0,0.0,,
HM202207,9,2020,RIDGELINE,5FPYK3F51LB030154,AWD RTL,YK3F5LJNW,6,AUTO,BK,BK,39940,36602.76,"$36,502",YK3F5LJNW,YK3F5LJNWBK/BK,YES,38799,37267.5,35736.0,FL,-5,NO SALES,36501.75,0,0,-,0,"$36,502",0.0,0.0,0.0,,
HM210388,9,2021,ODYSSEY,5FNRL6H79MB037669,EXL,RL6H7MJXW,6,AUTO,WX,BK,39975,37337.24,"$35,766",RL6H7MJXW+,RL6H7MJXW+WX/BK,YES,38785,37275.5,35766.0,L,-3,120.00,35766.0,0,0,-,0,"$35,766",0.0,1000.0,0.0,,
HM210426,9,2021,CRVHYB,7FART6H87ME003503,HYBRID EXL,RT6H8MJNW,4,AUTO,WY,IV,34665,32567.44,"$33,092",RT6H8MJNW+,RT6H8MJNW+WY/IV,NO,34665,33616,32567.0,FL,-1,NO SALES,33091.5,0,0,-,0,"$33,092",0.0,500.0,0.0,,
HM210427,9,2021,CRV,2HKRW2H92MH614769,AWD TRG,RW2H9MKNW,4,AUTO,SX,GR,36270,33526.58,"$33,527",RW2H9MKNW,RW2H9MKNWSX/GR,NO,36270,34898.5,33527.0,L,-8,NO SALES,33527.0,0,0,-,0,"$33,527",0.0,500.0,0.0,,
HM210429,9,2021,CRV,2HKRW2H53MH615748,AWD EX-T,RW2H5MJW,4,AUTO,SX,GR,30480,28650.49,"$28,650",RW2H5MJW,RW2H5MJWSX/GR,NO,30480,29565,28650.0,L,-14,NO SALES,28650.0,0,0,-,0,"$28,650",0.0,500.0,0.0,,
HM210430,9,2021,CRV,2HKRW2H8XMH615661,AWD EXL-T,RW2H8MJNW,4,AUTO,RN,GR,33465,31444.3,"$31,444",RW2H8MJNW+,RW2H8MJNW+RN/GR,NO,33465,32454.5,31444.0,L,-11,NO SALES,31444.0,0,0,-,0,"$31,444",0.0,500.0,0.0,,
HM210431,9,2021,CRV,2HKRW2H88MH615609,AWD EXL-T,RW2H8MJNW,4,AUTO,RN,GR,33465,31444.3,"$31,444",RW2H8MJNW+,RW2H8MJNW+RN/GR,NO,33465,32454.5,31444.0,L,-11,NO SALES,31444.0,0,0,-,0,"$31,444",0.0,500.0,0.0,,
HM210481,9,2021,CRV,2HKRW2H92MH614979,AWD TRG-T,RW2H9MKNW,4,AUTO,GY,BK,36270,33526.58,"$33,527",RW2H9MKNW,RW2H9MKNWGY/BK,NO,36270,34898.5,33527.0,L,-8,NO SALES,33527.0,0,0,-,0,"$33,527",0.0,500.0,0.0,,
HM210400,8,2020,RIDGELINE,5FPYK3F59LB031102,AWD RTL,YK3F5LJNW,6,AUTO,SI,BK,39940,36602.76,"$36,502",YK3F5LJNW,YK3F5LJNWSI/BK,YES,38799,37267.5,35736.0,FL,-5,NO SALES,36501.75,0,0,-,0,"$36,502",0.0,0.0,0.0,,
HM210432,8,2021,CRV,2HKRW2H92MH615436,AWD TRG-T,RW2H9MKNW,4,AUTO,WY,IV,36665,33896.28,"$33,896",RW2H9MKNW+,RW2H9MKNW+WY/IV,NO,36665,35280.5,33896.0,L,-3,30.00,33896.0,0,0,-,0,"$33,896",0.0,500.0,0.0,,
HM210435,8,2021,CRV,2HKRW2H80MH615619,AWD EXL-T,RW2H8MJNW,4,AUTO,RN,GR,33465,31444.3,"$31,444",RW2H8MJNW+,RW2H8MJNW+RN/GR,NO,33465,32454.5,31444.0,L,-11,NO SALES,31444.0,0,0,-,0,"$31,444",0.0,500.0,0.0,,
HM202209,7,2020,RIDGELINE,5FPYK3F51LB031160,AWD RTL,YK3F5LJNW,6,AUTO,BU,GR,39940,36602.76,"$36,502",YK3F5LJNW,YK3F5LJNWBU/GR,YES,38799,37267.5,35736.0,FL,-5,120.00,36501.75,0,0,-,0,"$36,502",0.0,0.0,0.0,,
HM202212,7,2020,RIDGELINE,5FPYK3F7XLB022989,AWD RTLE,YK3F7LKNW,6,AUTO,BK,BK,43140,39521.48,"$39,017",YK3F7LKNW,YK3F7LKNWBK/BK,YES,41497,39843.5,38190.0,FL,5,60.00,39016.75,0,0,-,0,"$39,017",0.0,0.0,0.0,,
HM202216,7,2020,RIDGELINE,5FPYK3F11LB023511,AWD SPORT,YK3F1LEW,6,AUTO,GY,BK,37260,34158.33,"$34,183",YK3F1LEW,YK3F1LEWGY/BK,YES,36324,34896.5,33469.0,FL,0,20.00,34182.75,0,0,-,0,"$34,183",0.0,0.0,0.0,,
HM202217,7,2020,RIDGELINE,5FPYK3F18LB030729,AWD SPORT,YK3F1LEW,6,AUTO,BK,BK,37260,34158.33,"$34,183",YK3F1LEW,YK3F1LEWBK/BK,YES,36324,34896.5,33469.0,FL,0,60.00,34182.75,0,0,-,0,"$34,183",0.0,0.0,0.0,,
HM202218,7,2020,RIDGELINE,5FPYK3F53LB031175,AWD RTL,YK3F5LJNW,6,AUTO,BU,GR,39940,36602.76,"$36,502",YK3F5LJNW,YK3F5LJNWBU/GR,YES,38799,37267.5,35736.0,FL,-5,120.00,36501.75,0,0,-,0,"$36,502",0.0,0.0,0.0,,
HM202219,7,2020,RIDGELINE,5FPYK3F52LB031118,AWD RTL,YK3F5LJNW,6,AUTO,SI,BK,39940,36602.76,"$36,502",YK3F5LJNW,YK3F5LJNWSI/BK,YES,38799,37267.5,35736.0,FL,-5,NO SALES,36501.75,0,0,-,0,"$36,502",0.0,0.0,0.0,,
HM210136,7,2021,HRV,3CZRU6H7XMM704350,AWD EXL,RU6H7LJNW,4,AUTO,WY,GR,28835,27396.32,"$27,027",RU6H7MJNW+,RU6H7MJNW+WY/GR,YES,28756,27891.5,27027.0,L,-4,NO SALES,27027.0,0,0,-,0,"$27,027",0.0,750.0,0.0,,
HM210228,7,2021,HR-V,3CZRU6H38MM708989,AWD LX,RU6H3MEW,4,AUTO,BK,BK,23640,22596.53,"$22,109",RU6H3MEW,RU6H3MEWBK/BK,YES,23528,22818.5,22109.0,L,-12,NO SALES,22109.0,0,0,-,0,"$22,109",0.0,750.0,0.0,,
HM210229,7,2021,HR-V,3CZRU6H37MM708658,AWD LX,RU6H3MEW,4,AUTO,BK,BK,23640,22596.53,"$22,109",RU6H3MEW,RU6H3MEWBK/BK,YES,23528,22818.5,22109.0,L,-12,NO SALES,22109.0,0,0,-,0,"$22,109",0.0,750.0,0.0,,
HM210230,7,2021,HR-V,3CZRU6H37MM708840,AWD LX,RU6H3MEW,4,AUTO,GY,BK,23640,22596.53,"$22,109",RU6H3MEW,RU6H3MEWGY/BK,YES,23528,22818.5,22109.0,L,-12,NO SALES,22109.0,0,0,-,0,"$22,109",0.0,750.0,0.0,,
HM210231,7,2021,HR-V,3CZRU6H36MM708683,AWD LX,RU6H3MEW,4,AUTO,BK,BK,23640,22596.53,"$22,109",RU6H3MEW,RU6H3MEWBK/BK,YES,23528,22818.5,22109.0,L,-12,NO SALES,22109.0,0,0,-,0,"$22,109",0.0,750.0,0.0,,
HM210409,7,2021,ODYSSEY,5FNRL6H53MB038363,EX,RL6H5MEXW,6,AUTO,SV,BN,36310,33925.85,"$32,539",RL6H5MEXW,RL6H5MEXWSV/BN,YES,35278,33908.5,32539.0,L,-5,NO SALES,32539.0,0,0,-,0,"$32,539",0.0,1000.0,0.0,,
HM210410,7,2021,ODYSSEY,5FNRL6H72MB038002,EXL,RL6H7MJXW,6,AUTO,BS,GR,39580,36969.57,"$35,413",RL6H7MJXW,RL6H7MJXWBS/GR,YES,38402,36907.5,35413.0,L,0,60.00,35413.0,0,0,-,0,"$35,413",0.0,1000.0,0.0,,
HM210428,7,2021,PILOT,5FNYF6H03MB042839,AWD ELITE,YF6H0MKNW,6,AUTO,BK,BK,49540,45358.93,"$43,476",YF6H0MKNW,YF6H0MKNWBK/BK,YES,47497,45486.5,43476.0,L,-2,NO SALES,43476.0,0,0,-,0,"$43,476",1250.0,0.0,0.0,,
HM210441,7,2021,CIVIC,19XFC1F39ME004182,4D EX-T,FC1F3MJW,4,AUTO,WX,BK,25550,24279.02,"$24,029",FC1F3MJW+,FC1F3MJW+WX/BK,NO,25550,24914.5,24279.0,L_LESS_250,-5,NO SALES,24029,0,0,-,0,"$24,029",0.0,500.0,0.0,,
HM210442,7,2021,CIVIC SEDAN,19XFC1F76ME004031,4D EXL-T,FC1F7MJNW,4,AUTO,WX,BK,26750,25414.52,"$25,749",FC1F7MJNW+,FC1F7MJNW+WX/BK,NO,26750,26082.5,25415.0,FL,-1,NO SALES,25748.75,0,0,-,0,"$25,749",0.0,500.0,0.0,,
HM210443,7,2021,INSIGHT,19XZE4F53ME007976,4D EX,ZE4F5MEW,4,AUTO,GY,BK,25765,23999.1,"$23,411",ZE4F5MEW,ZE4F5MEWGY/BK,YES,24844,23888.5,22933.0,FL,-1,NO SALES,23410.75,0,0,-,0,"$23,411",500.0,0.0,500.0,,
HM210445,7,2021,CRV,2HKRW2H59MH616290,AWD EX-T,RW2H5MJW,4,AUTO,WX,BK,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+WX/BK,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210446,7,2021,CRV,2HKRW2H56MH616327,AWD EX-T,RW2H5MJW,4,AUTO,WX,BK,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+WX/BK,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210447,7,2021,CRV,2HKRW2H5XMH616265,AWD EX-T,RW2H5MJW,4,AUTO,WX,BK,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+WX/BK,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210448,7,2021,CRVHYB,7FART6H52ME005200,HYBRID EX,RT6H5MJW,4,AUTO,RN,GR,32075,30143.33,"$31,109",RT6H5MJW+,RT6H5MJW+RN/GR,NO,32075,31109,30143.0,F,-4,NO SALES,31109,0,0,-,0,"$31,109",0.0,500.0,0.0,,
HM210450,7,2021,CRVHYB,7FART6H53ME005190,HYBRID EX,RT6H5MJW,4,AUTO,RN,GR,32075,30143.33,"$31,109",RT6H5MJW+,RT6H5MJW+RN/GR,NO,32075,31109,30143.0,F,-4,NO SALES,31109,0,0,-,0,"$31,109",0.0,500.0,0.0,,
HM210451,7,2021,CRV,2HKRW2H87MH615911,AWD EXL-T,RW2H8MJNW,4,AUTO,BK,BK,33070,31074.6,"$31,075",RW2H8MJNW,RW2H8MJNWBK/BK,NO,33070,32072.5,31075.0,L,-11,NO SALES,31075.0,0,0,-,0,"$31,075",0.0,500.0,0.0,,
HM202210,6,2020,RIDGELINE,5FPYK3F73LB022770,AWD RTLE,YK3F7LKNW,6,AUTO,BR,BK,43140,39521.48,"$39,017",YK3F7LKNW,YK3F7LKNWBR/BK,YES,41497,39843.5,38190.0,FL,5,NO SALES,39016.75,0,0,-,0,"$39,017",0.0,0.0,0.0,,
HM202213,6,2020,RIDGELINE,5FPYK3F88LB019579,AWD BLACK ED,YK3F8LKNW,6,AUTO,BK,BK,44640,40889.64,"$40,823",YK3F8LKNW,YK3F8LKNWBK/BK,YES,43393,41679.5,39966.0,FL,-1,80.00,40822.75,0,0,-,0,"$40,823",0.0,0.0,0.0,,
HM202222,6,2020,RIDGELINE,5FPYK3F86LB026501,AWD BLACK ED,YK3F8LKNW,6,AUTO,BK,BK,44640,40889.64,"$40,823",YK3F8LKNW,YK3F8LKNWBK/BK,YES,43393,41679.5,39966.0,FL,-1,80.00,40822.75,0,0,-,0,"$40,823",0.0,0.0,0.0,,
HM210437,6,2021,CRVHYB,7FART6H52ME005598,HYBRID EX,RT6H5MJW,4,AUTO,BK,BK,31680,29773.63,"$30,251",RT6H5MJW,RT6H5MJWBK/BK,NO,31680,30727,29774.0,FL,0,NO SALES,30250.5,0,0,-,0,"$30,251",0.0,500.0,0.0,,
HM210438,6,2021,CRV,2HKRW2H98MH615697,AWD TRG-T,RW2H9MKNW,4,AUTO,GX,GR,36270,33526.58,"$33,527",RW2H9MKNW,RW2H9MKNWGX/GR,NO,36270,34898.5,33527.0,L,-8,NO SALES,33527.0,0,0,-,0,"$33,527",0.0,500.0,0.0,,
HM210444,6,2021,INSIGHT,19XZE4F53ME008075,4D EX,ZE4F5MEW,4,AUTO,BF,IV,26160,24364.79,"$23,769",ZE4F5MEW+,ZE4F5MEW+BF/IV,YES,25225,24254.5,23284.0,FL,-3,NO SALES,23769.25,0,0,-,0,"$23,769",500.0,0.0,500.0,,
HM210449,6,2021,CRVHYB,7FART6H55ME005465,HYBRID EX,RT6H5MJW,4,AUTO,WY,IV,32075,30143.33,"$31,109",RT6H5MJW+,RT6H5MJW+WY/IV,NO,32075,31109,30143.0,F,-4,NO SALES,31109,0,0,-,0,"$31,109",0.0,500.0,0.0,,
HM210466,6,2021,CIVIC,2HGFC2F63MH531544,4D LX,FC2F6MEW,4,AUTO,RE,BK,22005,21032.97,"$21,276",FC2F6MEW,FC2F6MEWRE/BK,NO,22005,21519,21033.0,FL,-4,NO SALES,21276,0,0,-,0,"$21,276",0.0,500.0,0.0,,
HM210509S,2,2021,PILOT,5FNYF6H61MB039250,AWD TRG 7P,YF6H6MKNW,6,AUTO,BK,BK,46340,40857.51,"$41,446",YF6H6MKNW,-,YES,44268,42386.5,40505.0,FL,1,-,41445.75,0,0,-,0,"$41,446",1250.0,0.0,0.0,,
HM210514S,2,2021,PILOT,5FNYF6H76MB041844,AWD BLACK ED,YF6H7MKXW,6,AUTO,WX,BK,51435,45326.33,"$46,853",YF6H7MKXW+,YF6H7MKXW+WX/BK,NO,51435,48380.5,45326.0,FL,-1,NO SALES,46853.25,0,0,-,0,"$46,853",1250.0,0.0,0.0,,
HM202214,1,2020,RIDGELINE,5FPYK3F89LB019574,AWD BLACK ED,YK3F8LKNW,6,AUTO,BK,BK,44640,40889.64,"$40,823",YK3F8LKNW,YK3F8LKNWBK/BK,YES,43393,41679.5,39966.0,FL,-1,80.00,40822.75,0,0,-,0,"$40,823",0.0,0.0,0.0,,
